시군구,사고월,사고일,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
동구,06월,사고[건],1,-,3,-,2,2,1,-,1,-,3,6,1,1,2,2,2,1,1,-,1,2,-,1,1,1,2,3,1,-,-
동구,06월,사망[명],0,-,0,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,-,0,0,-,1,0,0,0,0,0,-,-
동구,06월,부상[명],1,-,3,-,2,3,1,-,1,-,3,8,1,1,2,4,2,1,2,-,1,3,-,0,1,1,2,3,2,-,-
동구,06월,(중상자[명]),0,-,0,-,0,0,0,-,0,-,1,1,0,0,2,1,0,0,0,-,0,1,-,0,0,0,0,1,0,-,-
동구,07월,사고[건],2,1,3,2,1,2,-,1,4,-,1,1,2,-,-,1,3,2,3,1,3,-,-,1,2,-,4,2,1,2,2
동구,07월,사망[명],0,0,0,0,0,0,-,0,0,-,0,0,0,-,-,0,0,0,0,0,0,-,-,0,0,-,0,0,0,0,0
동구,07월,부상[명],3,1,5,2,1,3,-,1,7,-,1,1,2,-,-,1,5,2,6,1,5,-,-,1,3,-,5,2,1,2,3
동구,07월,(중상자[명]),0,0,1,0,0,1,-,1,1,-,0,0,0,-,-,0,1,0,2,0,2,-,-,0,1,-,3,0,0,2,1
동구,08월,사고[건],-,1,2,2,-,-,2,-,1,-,1,1,1,-,-,1,1,2,1,-,1,-,-,5,1,-,-,-,-,2,2
동구,08월,사망[명],-,0,0,0,-,-,0,-,0,-,0,0,0,-,-,0,0,0,0,-,0,-,-,0,0,-,-,-,-,1,0
동구,08월,부상[명],-,1,2,3,-,-,2,-,1,-,1,1,1,-,-,1,1,2,2,-,1,-,-,5,1,-,-,-,-,1,2
동구,08월,(중상자[명]),-,0,0,0,-,-,1,-,0,-,1,0,0,-,-,0,0,0,0,-,1,-,-,1,0,-,-,-,-,0,0
동구,09월,사고[건],1,-,1,-,1,2,1,1,1,3,1,3,1,6,3,1,-,-,2,-,-,-,4,4,1,1,1,2,4,4,-
동구,09월,사망[명],0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,-,-,0,0,0,0,0,0,0,0,-
동구,09월,부상[명],1,-,1,-,2,3,1,2,1,5,1,3,2,8,4,1,-,-,2,-,-,-,5,4,1,1,1,2,6,4,-
동구,09월,(중상자[명]),0,-,0,-,1,0,0,0,0,0,0,2,1,1,1,0,-,-,0,-,-,-,2,0,1,0,0,1,1,1,-
동구,10월,사고[건],3,2,-,2,1,1,1,2,1,1,1,1,-,2,4,2,1,1,2,-,1,2,2,2,3,5,2,3,1,1,-
동구,10월,사망[명],0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-
동구,10월,부상[명],5,4,-,2,1,1,1,2,1,2,1,1,-,2,7,2,2,1,2,-,1,2,2,3,5,7,2,4,1,1,-
동구,10월,(중상자[명]),1,0,-,1,0,1,1,0,1,0,0,1,-,0,1,1,1,0,1,-,0,0,0,0,1,0,0,1,0,0,-
영도구,05월,사고[건],1,1,1,-,-,1,1,-,-,2,2,1,1,1,-,1,3,-,1,2,-,3,1,1,1,-,-,2,1,1,1
영도구,05월,사망[명],0,0,0,-,-,0,0,-,-,0,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,-,-,0,0,0,0
영도구,05월,부상[명],1,1,1,-,-,1,1,-,-,5,3,1,1,1,-,1,3,-,1,4,-,7,1,4,2,-,-,3,1,1,1
영도구,05월,(중상자[명]),0,0,0,-,-,0,1,-,-,0,1,0,1,0,-,1,3,-,0,0,-,3,1,0,0,-,-,1,1,0,1
영도구,06월,사고[건],1,-,2,4,2,-,1,-,2,1,1,1,-,1,2,1,1,-,-,1,-,1,-,1,2,-,-,2,-,-,-
영도구,06월,사망[명],0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,0,-,-,0,-,0,-,0,0,-,-,0,-,-,-
영도구,06월,부상[명],1,-,3,5,4,-,1,-,2,1,1,3,-,2,2,1,2,-,-,1,-,1,-,1,2,-,-,2,-,-,-
영도구,06월,(중상자[명]),0,-,0,2,2,-,0,-,0,0,0,0,-,0,0,1,0,-,-,0,-,1,-,0,0,-,-,0,-,-,-
영도구,07월,사고[건],2,1,2,-,-,1,-,-,1,-,1,-,6,-,-,1,1,2,1,2,1,1,4,-,1,3,2,1,1,2,1
영도구,07월,사망[명],1,0,0,-,-,0,-,-,0,-,0,-,1,-,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0
영도구,07월,부상[명],1,1,2,-,-,1,-,-,1,-,1,-,7,-,-,1,1,3,2,2,3,3,7,-,3,6,3,1,1,4,1
영도구,07월,(중상자[명]),1,0,0,-,-,0,-,-,0,-,0,-,2,-,-,0,0,0,0,2,0,0,1,-,0,2,1,0,0,0,1
영도구,08월,사고[건],1,1,1,2,1,2,1,-,1,-,2,-,1,1,1,1,2,1,-,-,-,-,1,-,-,3,1,-,-,1,1
영도구,08월,사망[명],0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,0,0,0,-,-,-,-,0,-,-,0,0,-,-,0,0
영도구,08월,부상[명],2,2,2,2,1,2,1,-,2,-,2,-,1,1,1,1,3,1,-,-,-,-,1,-,-,5,1,-,-,1,2
영도구,08월,(중상자[명]),0,0,1,0,1,0,0,-,0,-,2,-,1,0,0,0,1,0,-,-,-,-,0,-,-,4,1,-,-,1,0
영도구,09월,사고[건],1,-,1,-,2,1,-,2,1,-,2,-,2,1,1,1,1,1,3,1,1,-,2,1,-,1,3,-,1,1,-
영도구,09월,사망[명],0,-,0,-,0,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,-
영도구,09월,부상[명],1,-,2,-,2,2,-,2,2,-,3,-,2,3,1,1,1,1,4,1,1,-,2,1,-,2,7,-,1,1,-
영도구,09월,(중상자[명]),0,-,0,-,0,0,-,1,0,-,2,-,1,0,0,0,1,1,2,1,0,-,0,0,-,1,1,-,0,0,-
영도구,10월,사고[건],1,3,-,-,1,1,1,-,1,1,-,-,-,3,-,1,3,-,-,2,-,-,2,1,1,-,1,2,1,2,1
영도구,10월,사망[명],0,0,-,-,0,0,0,-,0,0,-,-,-,0,-,0,1,-,-,0,-,-,0,0,0,-,0,0,0,0,0
영도구,10월,부상[명],1,4,-,-,1,1,1,-,1,1,-,-,-,7,-,1,3,-,-,3,-,-,2,1,1,-,1,3,1,2,1
영도구,10월,(중상자[명]),1,1,-,-,0,1,0,-,1,0,-,-,-,0,-,1,0,-,-,0,-,-,1,0,0,-,0,1,0,1,0
진구,05월,사고[건],4,4,5,5,2,2,7,-,-,1,6,7,10,7,2,2,4,2,5,2,6,5,7,1,5,5,-,7,2,-,5
진구,05월,사망[명],0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0
진구,05월,부상[명],4,4,5,7,2,5,11,-,-,1,7,8,13,10,2,3,4,2,5,2,7,8,9,1,7,8,-,8,3,-,8
진구,05월,(중상자[명]),1,2,4,3,1,0,3,-,-,0,3,4,4,4,0,1,2,0,1,1,0,1,3,0,2,1,-,3,1,-,2
진구,06월,사고[건],6,4,4,6,9,4,3,5,6,9,7,6,-,5,6,-,2,7,3,8,5,4,4,1,6,8,5,7,5,3,-
진구,06월,사망[명],0,0,0,0,0,0,0,0,0,1,0,0,-,0,0,-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-
진구,06월,부상[명],9,5,4,7,12,4,4,8,9,10,9,8,-,7,7,-,2,14,5,10,5,3,6,1,9,13,12,9,5,3,-
진구,06월,(중상자[명]),2,1,2,4,3,0,0,3,0,3,3,2,-,1,2,-,1,4,0,3,0,1,3,0,0,2,3,3,1,0,-
진구,07월,사고[건],3,4,5,5,11,3,2,5,6,9,1,7,8,3,3,6,5,3,1,4,6,6,2,3,5,5,2,6,2,12,5
진구,07월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진구,07월,부상[명],6,4,7,8,14,3,2,6,18,14,2,13,6,3,3,7,7,8,1,5,7,6,2,3,7,5,4,14,2,12,6
진구,07월,(중상자[명]),0,1,2,1,2,1,0,1,7,1,1,0,2,0,0,1,0,3,1,1,0,3,0,1,2,1,1,1,0,5,2
진구,08월,사고[건],7,4,5,4,5,5,1,1,4,3,6,3,7,2,4,1,9,6,2,5,1,3,2,4,6,3,3,7,2,3,2
진구,08월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진구,08월,부상[명],8,4,5,7,7,7,1,1,5,5,8,4,9,4,5,5,11,6,3,9,1,3,5,4,7,4,5,8,3,4,2
진구,08월,(중상자[명]),3,1,2,2,0,0,1,0,1,0,1,2,2,1,1,2,2,3,0,1,1,1,0,1,2,1,1,1,2,1,0
진구,09월,사고[건],5,3,10,3,2,5,3,7,2,4,12,5,6,8,9,7,7,8,3,5,4,2,5,3,5,2,7,5,3,3,-
진구,09월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
진구,09월,부상[명],5,5,14,7,3,7,14,11,2,4,15,8,6,14,10,10,10,10,4,8,4,3,5,7,11,2,8,8,3,7,-
진구,09월,(중상자[명]),1,3,2,4,1,5,3,3,0,2,3,0,1,2,3,0,1,2,1,1,1,0,0,1,1,1,1,1,1,3,-
진구,10월,사고[건],3,5,4,2,6,2,4,7,5,3,2,5,5,6,5,8,-,3,2,3,9,8,6,5,9,6,4,6,4,4,3
진구,10월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진구,10월,부상[명],7,6,6,2,7,4,4,11,8,4,4,6,7,9,7,10,-,5,3,3,10,10,11,5,14,6,4,8,5,5,3
진구,10월,(중상자[명]),1,4,1,1,2,0,1,2,2,2,0,3,2,0,2,4,-,1,0,0,3,2,2,1,3,2,1,0,1,2,0
동래구,05월,사고[건],4,1,4,3,1,2,2,3,1,5,2,2,3,3,4,1,1,2,1,3,6,3,-,-,5,2,5,2,2,2,2
동래구,05월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0
동래구,05월,부상[명],9,1,5,3,1,2,3,5,1,5,2,3,5,4,8,1,1,2,1,3,6,4,-,-,9,2,6,3,3,6,4
동래구,05월,(중상자[명]),0,0,3,1,1,0,0,2,0,2,0,0,2,2,0,0,0,1,0,1,0,0,-,-,1,0,1,1,0,2,1
동래구,06월,사고[건],1,2,4,4,-,1,3,1,3,4,6,4,4,1,1,1,2,1,4,2,5,4,-,1,3,2,3,3,2,1,-
동래구,06월,사망[명],0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,1,0,0,0,-
동래구,06월,부상[명],2,2,6,7,-,1,7,1,3,4,8,4,5,1,1,1,3,1,5,3,6,7,-,1,3,2,4,15,2,1,-
동래구,06월,(중상자[명]),0,1,0,2,-,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,2,0,-,0,0,1,3,10,1,1,-
동래구,07월,사고[건],2,5,1,1,1,3,3,1,1,3,1,1,1,4,2,6,2,2,3,1,1,1,5,2,4,5,2,2,2,4,3
동래구,07월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동래구,07월,부상[명],3,7,2,1,1,7,4,1,1,3,1,1,1,4,1,10,3,2,4,1,1,1,5,2,4,5,2,5,2,4,3
동래구,07월,(중상자[명]),0,3,1,1,0,0,0,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,2,0,0,1,0,1,0,0,1
동래구,08월,사고[건],1,3,3,2,1,4,1,-,2,2,1,1,1,3,2,2,-,1,4,3,2,1,2,-,3,2,6,1,1,1,2
동래구,08월,사망[명],0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0
동래구,08월,부상[명],1,4,4,5,2,4,1,-,3,3,1,1,1,3,2,2,-,1,13,3,3,1,2,-,6,2,7,1,1,1,3
동래구,08월,(중상자[명]),0,1,2,1,0,0,0,-,0,2,1,0,0,0,0,2,-,0,1,1,0,0,1,-,1,0,5,1,1,1,0
동래구,09월,사고[건],1,2,2,1,1,2,3,2,4,3,5,3,3,5,3,2,-,-,2,-,2,2,4,2,5,2,5,1,4,4,-
동래구,09월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0,0,0,-
동래구,09월,부상[명],1,3,2,1,2,3,3,2,4,4,9,6,4,6,3,2,-,-,2,-,2,4,4,2,6,2,8,1,4,4,-
동래구,09월,(중상자[명]),1,1,1,0,0,1,0,0,1,1,4,1,1,0,1,0,-,-,1,-,0,1,1,1,1,2,1,0,1,2,-
동래구,10월,사고[건],-,1,1,1,4,3,2,1,1,1,2,2,1,1,3,1,-,2,5,2,4,3,4,2,2,3,3,2,5,-,4
동래구,10월,사망[명],-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0
동래구,10월,부상[명],-,2,1,2,6,3,3,1,1,1,2,3,1,1,3,1,-,2,5,3,5,3,6,2,2,5,4,2,5,-,4
동래구,10월,(중상자[명]),-,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,-,1,1,1,2,1,1,1,1,4,0,1,1,-,3
남구,05월,사고[건],1,3,5,5,2,1,4,1,1,3,2,4,6,1,2,2,1,-,1,2,1,4,2,2,1,2,1,4,1,2,1
남구,05월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0
남구,05월,부상[명],1,3,5,5,2,1,4,1,1,4,3,4,8,1,3,2,3,-,1,2,2,4,3,4,1,2,1,6,2,2,1
남구,05월,(중상자[명]),0,2,1,2,1,0,0,0,0,3,1,1,1,0,0,1,0,-,0,1,0,2,0,0,0,0,0,1,2,0,1
남구,06월,사고[건],3,2,1,1,2,-,2,5,4,1,1,2,2,1,-,1,1,2,2,-,4,2,1,2,2,6,1,-,4,3,-
남구,06월,사망[명],0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0,-,0,1,-
남구,06월,부상[명],3,5,2,2,2,-,3,6,4,1,1,2,3,3,-,1,1,2,2,-,4,2,1,2,2,6,1,-,4,3,-
남구,06월,(중상자[명]),0,0,0,0,1,-,0,0,1,1,0,0,1,1,-,0,0,1,1,-,0,0,0,1,1,3,1,-,0,0,-
남구,07월,사고[건],1,1,3,2,1,2,3,1,3,4,-,2,3,4,1,3,2,-,1,2,1,2,-,1,2,1,-,-,1,2,-
남구,07월,사망[명],0,0,0,0,0,0,0,0,0,0,-,0,1,0,0,0,0,-,0,0,0,0,-,0,0,0,-,-,0,0,-
남구,07월,부상[명],1,1,3,2,1,2,4,1,3,5,-,2,2,4,1,3,2,-,1,3,1,3,-,1,4,1,-,-,1,2,-
남구,07월,(중상자[명]),0,1,0,1,0,0,0,1,1,1,-,1,1,2,0,2,1,-,0,0,0,1,-,0,0,0,-,-,1,1,-
남구,08월,사고[건],1,1,1,2,2,2,3,1,2,2,-,1,3,1,-,-,1,1,1,1,-,3,2,5,2,5,-,2,3,3,-
남구,08월,사망[명],0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,0,0,0,0,-,0,0,0,0,0,-,0,0,0,-
남구,08월,부상[명],8,1,1,2,2,2,3,1,3,2,-,1,5,1,-,-,1,1,1,3,-,4,2,6,2,8,-,2,4,4,-
남구,08월,(중상자[명]),1,1,0,0,2,0,1,0,1,0,-,0,2,0,-,-,1,0,0,1,-,1,0,2,1,4,-,0,1,1,-
남구,09월,사고[건],2,1,4,2,2,3,4,7,3,4,5,1,3,4,4,2,1,3,1,-,1,1,1,2,-,2,6,-,5,5,-
남구,09월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,-,0,0,-,0,0,-
남구,09월,부상[명],2,1,4,2,4,8,6,10,3,4,6,1,3,4,5,2,1,4,1,-,1,1,1,2,-,3,9,-,5,7,-
남구,09월,(중상자[명]),0,0,1,1,0,1,3,1,0,0,1,0,1,2,1,0,1,1,1,-,0,1,0,0,-,1,1,-,2,0,-
남구,10월,사고[건],1,4,1,3,4,5,1,3,-,1,2,3,-,3,1,2,-,-,1,4,4,1,1,-,2,-,5,1,1,3,1
남구,10월,사망[명],0,0,0,0,0,0,0,0,-,0,0,0,-,0,0,0,-,-,0,0,0,0,0,-,0,-,0,0,0,0,0
남구,10월,부상[명],1,6,1,4,8,5,1,3,-,2,2,6,-,3,2,3,-,-,1,5,5,1,1,-,2,-,5,1,1,3,2
남구,10월,(중상자[명]),1,1,0,1,2,2,0,0,-,0,0,2,-,0,0,0,-,-,0,0,3,1,1,-,0,-,3,0,0,1,0
북구,05월,사고[건],2,-,1,-,2,1,1,-,-,1,-,2,3,2,3,-,2,-,-,3,-,1,2,4,-,1,-,2,3,-,1
북구,05월,사망[명],0,-,0,-,0,0,0,-,-,0,-,0,0,0,0,-,0,-,-,0,-,0,0,0,-,0,-,0,0,-,0
북구,05월,부상[명],3,-,2,-,2,1,1,-,-,1,-,5,3,2,6,-,2,-,-,6,-,1,3,6,-,1,-,5,6,-,2
북구,05월,(중상자[명]),0,-,0,-,0,1,0,-,-,0,-,0,0,0,0,-,0,-,-,1,-,0,0,1,-,1,-,0,2,-,1
북구,06월,사고[건],1,2,2,2,2,1,2,1,2,1,3,3,-,1,4,1,1,4,4,2,-,1,2,1,2,1,-,3,3,6,-
북구,06월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,-
북구,06월,부상[명],5,4,2,2,2,1,4,1,3,2,3,3,-,1,7,1,2,4,5,2,-,2,2,1,2,1,-,4,3,7,-
북구,06월,(중상자[명]),0,0,1,0,2,0,0,0,1,1,2,3,-,1,1,0,0,3,1,0,-,1,2,0,0,0,-,1,0,3,-
북구,07월,사고[건],2,1,2,1,1,-,1,1,1,3,2,3,1,2,1,7,-,1,1,1,1,3,-,-,-,4,2,3,-,4,-
북구,07월,사망[명],0,0,0,0,0,-,1,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,-,0,0,0,-,0,-
북구,07월,부상[명],3,1,3,1,1,-,0,1,1,4,3,3,2,2,1,7,-,1,1,3,1,3,-,-,-,4,2,3,-,4,-
북구,07월,(중상자[명]),2,1,0,0,0,-,0,0,1,1,0,0,1,2,1,2,-,1,0,0,0,0,-,-,-,2,0,0,-,1,-
북구,08월,사고[건],1,3,1,2,2,1,1,3,1,1,2,1,2,-,3,-,3,2,-,3,1,-,3,2,1,-,2,-,-,3,1
북구,08월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,-,0,0,-,0,0,0,-,0,-,-,0,0
북구,08월,부상[명],2,3,1,2,2,1,2,4,1,1,2,1,2,-,3,-,4,2,-,4,1,-,5,3,1,-,2,-,-,3,1
북구,08월,(중상자[명]),0,1,1,0,0,0,0,1,0,0,0,0,1,-,0,-,0,0,-,0,0,-,1,1,1,-,1,-,-,1,0
북구,09월,사고[건],-,2,2,1,1,1,1,-,2,-,-,3,1,2,4,2,2,-,1,1,1,1,3,2,1,-,1,-,2,2,-
북구,09월,사망[명],-,0,0,0,0,0,0,-,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,-,0,-,0,0,-
