,tm,address_city,address_gu,sub_address,stn,ta_max,ta_min,ta_max_min,hm_min,hm_max,ws_max,ws_ins_max,rn_day,call_count
168,20200504,부산광역시,동래구,낙민동,940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,2
169,20200504,부산광역시,동래구,복천동,940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,1
170,20200504,부산광역시,동래구,온천동,940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,3
171,20200504,부산광역시,부산진구,가야동,938,27.7,17,10.7,-99,-99,4.1,5.8,0,2
172,20200504,부산광역시,부산진구,당감동,938,27.7,17,10.7,-99,-99,4.1,5.8,0,2
173,20200504,부산광역시,부산진구,범천동,942,24.5,14.7,9.8,-99,-99,5.7,9.9,0,1
174,20200504,부산광역시,부산진구,부암동,938,27.7,17,10.7,-99,-99,4.1,5.8,0,2
175,20200504,부산광역시,부산진구,부전동,938,27.7,17,10.7,-99,-99,4.1,5.8,0,4
176,20200504,부산광역시,부산진구,양정동,940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,4
177,20200504,부산광역시,북구,구포동,941,28.3,16.8,11.5,-99,-99,4.7,7.4,0,3
178,20200504,부산광역시,북구,금곡동,941,28.3,16.8,11.5,-99,-99,4.7,7.4,0,2
179,20200504,부산광역시,북구,덕천동,941,28.3,16.8,11.5,-99,-99,4.7,7.4,0,2
180,20200504,부산광역시,북구,만덕동,941,28.3,16.8,11.5,-99,-99,4.7,7.4,0,1
181,20200504,부산광역시,북구,화명동,941,28.3,16.8,11.5,-99,-99,4.7,7.4,0,2
182,20200504,부산광역시,사상구,덕포동,904,26.8,17.1,9.7,58.7,98.4,7.6,12.8,0,1
183,20200504,부산광역시,사상구,삼락동,904,26.8,17.1,9.7,58.7,98.4,7.6,12.8,0,1
184,20200504,부산광역시,사상구,주례동,938,27.7,17,10.7,-99,-99,4.1,5.8,0,5
185,20200504,부산광역시,사상구,학장동,904,26.8,17.1,9.7,58.7,98.4,7.6,12.8,0,1
186,20200504,부산광역시,사하구,괴정동,950,25.3,15.8,9.5,63.6,97.9,9.1,12.5,0,3
187,20200504,부산광역시,사하구,다대동,950,25.3,15.8,9.5,63.6,97.9,9.1,12.5,0,1
188,20200504,부산광역시,사하구,신평동,950,25.3,15.8,9.5,63.6,97.9,9.1,12.5,0,1
189,20200504,부산광역시,사하구,장림동,950,25.3,15.8,9.5,63.6,97.9,9.1,12.5,0,1
190,20200504,부산광역시,사하구,하단동,950,25.3,15.8,9.5,63.6,97.9,9.1,12.5,0,2
191,20200504,부산광역시,서구,남부민동,159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,1
192,20200504,부산광역시,서구,아미동,159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,1
193,20200504,부산광역시,서구,충무동,159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,1
194,20200504,부산광역시,수영구,광안동,937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,3
195,20200504,부산광역시,수영구,남천동,937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,1
196,20200504,부산광역시,수영구,망미동,940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,1
197,20200504,부산광역시,연제구,거제동,940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,2
198,20200504,부산광역시,연제구,연산동,940,25.4,16.4,9,54.8,91.8,4.4,6,0.5,4
199,20200504,부산광역시,영도구,동삼동,910,23.2,13.7,9.5,67.9,97.9,7.5,10.9,0,3
200,20200504,부산광역시,영도구,청학동,159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,1
201,20200504,부산광역시,중구,남포동,159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,1
202,20200504,부산광역시,중구,중앙동,159,25,15.8,9.2,62.5,99.3,6.8,9.1,0,2
203,20200504,부산광역시,해운대구,반송동,937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,2
204,20200504,부산광역시,해운대구,반여동,937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,1
205,20200504,부산광역시,해운대구,송정동,937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,1
206,20200504,부산광역시,해운대구,중동,937,23.2,14.5,8.7,67.4,90,5.6,9.5,0,2
207,20200505,부산광역시,강서구,명지동,904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
208,20200505,부산광역시,금정구,두구동,939,20.4,13.2,7.2,-99,-99,3,5.1,0,2
209,20200505,부산광역시,금정구,부곡동,940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
210,20200505,부산광역시,금정구,오륜동,940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
211,20200505,부산광역시,금정구,장전동,940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
212,20200505,부산광역시,기장군,기장읍,923,17.1,13.1,4,70,93.3,3.4,5.8,0,1
213,20200505,부산광역시,남구,감만동,942,17.8,13.3,4.5,-99,-99,4.6,8.3,0,1
214,20200505,부산광역시,남구,대연동,942,17.8,13.3,4.5,-99,-99,4.6,8.3,0,3
215,20200505,부산광역시,남구,문현동,942,17.8,13.3,4.5,-99,-99,4.6,8.3,0,1
216,20200505,부산광역시,남구,용호동,942,17.8,13.3,4.5,-99,-99,4.6,8.3,0,4
217,20200505,부산광역시,동구,초량동,159,18.5,14.2,4.3,67.6,88.9,4.2,8.3,0,1
218,20200505,부산광역시,동래구,사직동,940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
219,20200505,부산광역시,동래구,수안동,940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,2
220,20200505,부산광역시,동래구,안락동,940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
221,20200505,부산광역시,부산진구,가야동,938,20.2,14.2,6,-99,-99,4.3,6.8,0,2
222,20200505,부산광역시,부산진구,당감동,938,20.2,14.2,6,-99,-99,4.3,6.8,0,1
223,20200505,부산광역시,부산진구,부암동,938,20.2,14.2,6,-99,-99,4.3,6.8,0,1
224,20200505,부산광역시,부산진구,부전동,938,20.2,14.2,6,-99,-99,4.3,6.8,0,6
225,20200505,부산광역시,부산진구,양정동,940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,1
226,20200505,부산광역시,부산진구,초읍동,941,21.8,15.2,6.6,-99,-99,3.6,7.4,0,1
227,20200505,부산광역시,북구,구포동,941,21.8,15.2,6.6,-99,-99,3.6,7.4,0,2
228,20200505,부산광역시,북구,덕천동,941,21.8,15.2,6.6,-99,-99,3.6,7.4,0,2
229,20200505,부산광역시,사상구,감전동,904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
230,20200505,부산광역시,사상구,괘법동,904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
231,20200505,부산광역시,사상구,덕포동,904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
232,20200505,부산광역시,사상구,모라동,904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,4
233,20200505,부산광역시,사상구,삼락동,904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
234,20200505,부산광역시,사상구,학장동,904,20.7,15.1,5.6,61,86.7,5.5,9.4,0,1
235,20200505,부산광역시,사하구,다대동,950,18.4,13.7,4.7,67,90.7,7.7,11.1,0,1
236,20200505,부산광역시,사하구,하단동,950,18.4,13.7,4.7,67,90.7,7.7,11.1,0,1
237,20200505,부산광역시,서구,남부민동,159,18.5,14.2,4.3,67.6,88.9,4.2,8.3,0,1
238,20200505,부산광역시,서구,토성동,159,18.5,14.2,4.3,67.6,88.9,4.2,8.3,0,1
239,20200505,부산광역시,수영구,광안동,937,19.7,12.7,7,61.9,93.3,4,8.4,0,3
240,20200505,부산광역시,수영구,민락동,937,19.7,12.7,7,61.9,93.3,4,8.4,0,1
241,20200505,부산광역시,연제구,연산동,940,20.3,13.4,6.9,53.7,84.1,2.5,4.5,0,3
242,20200505,부산광역시,영도구,동삼동,910,17.6,12.3,5.3,72.9,97.1,8,9.9,0,3
243,20200505,부산광역시,영도구,청학동,159,18.5,14.2,4.3,67.6,88.9,4.2,8.3,0,1
244,20200505,부산광역시,해운대구,반송동,937,19.7,12.7,7,61.9,93.3,4,8.4,0,2
245,20200505,부산광역시,해운대구,반여동,937,19.7,12.7,7,61.9,93.3,4,8.4,0,1
246,20200505,부산광역시,해운대구,송정동,937,19.7,12.7,7,61.9,93.3,4,8.4,0,1
247,20200505,부산광역시,해운대구,우동,937,19.7,12.7,7,61.9,93.3,4,8.4,0,4
248,20200505,부산광역시,해운대구,재송동,937,19.7,12.7,7,61.9,93.3,4,8.4,0,1
249,20200506,부산광역시,강서구,대저1동,904,24.8,14.3,10.5,40.2,94.5,7.6,14.3,0,1
250,20200506,부산광역시,강서구,명지동,904,24.8,14.3,10.5,40.2,94.5,7.6,14.3,0,2
251,20200506,부산광역시,강서구,미음동,904,24.8,14.3,10.5,40.2,94.5,7.6,14.3,0,3
252,20200506,부산광역시,강서구,범방동,904,24.8,14.3,10.5,40.2,94.5,7.6,14.3,0,1
253,20200506,부산광역시,금정구,구서동,940,23.7,12.8,10.9,38.3,86.9,3.4,6.5,0,1
254,20200506,부산광역시,금정구,두구동,939,25.1,12.3,12.8,-99,-99,5,8.8,0,1
255,20200506,부산광역시,금정구,부곡동,940,23.7,12.8,10.9,38.3,86.9,3.4,6.5,0,1
256,20200506,부산광역시,금정구,서동,940,23.7,12.8,10.9,38.3,86.9,3.4,6.5,0,1
257,20200506,부산광역시,금정구,청룡동,939,25.1,12.3,12.8,-99,-99,5,8.8,0,1
258,20200506,부산광역시,기장군,기장읍,923,20.6,12.8,7.8,53.3,93.4,5.4,8.2,0,1
259,20200506,부산광역시,기장군,장안읍,923,20.6,12.8,7.8,53.3,93.4,5.4,8.2,0,2
260,20200506,부산광역시,기장군,정관읍,923,20.6,12.8,7.8,53.3,93.4,5.4,8.2,0,2
261,20200506,부산광역시,남구,대연동,942,20.6,13.2,7.4,-99,-99,7.3,12.9,0,3
