시군구,사고월,사고일,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
중구,10월,사고[건],1,1,-,-,2,1,-,2,1,-,1,1,1,3,1,-,1,2,1,-,-,-,1,1,-,2,1,2,2,-,-
중구,10월,사망[명],0,0,-,-,0,0,-,0,0,-,0,0,0,0,0,-,0,0,0,-,-,-,0,0,-,0,0,0,0,-,-
중구,10월,부상[명],2,1,-,-,2,2,-,2,1,-,1,1,1,3,7,-,1,3,1,-,-,-,4,1,-,4,1,2,2,-,-
중구,10월,(중상자[명]),0,0,-,-,0,0,-,2,0,-,0,1,1,1,0,-,0,0,0,-,-,-,0,1,-,0,0,0,0,-,-
서구,05월,사고[건],2,2,-,4,1,2,2,-,1,1,4,-,-,2,1,3,2,2,1,1,1,1,-,-,2,1,-,-,4,1,3
서구,05월,사망[명],0,0,-,0,0,0,0,-,0,0,0,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-,-,0,0,0
서구,05월,부상[명],2,2,-,5,2,3,3,-,4,1,6,-,-,2,1,4,2,2,2,1,1,3,-,-,2,1,-,-,5,1,5
서구,05월,(중상자[명]),1,0,-,1,0,2,1,-,0,0,2,-,-,1,0,0,0,1,1,0,0,2,-,-,0,0,-,-,0,0,0
서구,06월,사고[건],1,5,-,1,-,2,-,3,1,3,3,-,3,-,1,-,-,2,3,3,1,1,1,2,1,4,2,1,1,2,-
서구,06월,사망[명],0,0,-,0,-,0,-,0,0,0,0,-,0,-,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-
서구,06월,부상[명],3,7,-,1,-,2,-,4,1,3,4,-,4,-,1,-,-,2,4,10,1,1,1,2,1,5,3,1,1,4,-
서구,06월,(중상자[명]),0,2,-,0,-,2,-,1,1,0,1,-,1,-,0,-,-,1,1,4,0,1,1,2,1,2,0,0,0,0,-
서구,07월,사고[건],-,1,1,2,-,-,1,3,2,-,1,2,-,2,2,3,-,3,-,1,1,2,-,1,1,1,-,1,-,2,-
서구,07월,사망[명],-,0,0,0,-,-,0,0,0,-,0,0,-,0,0,0,-,0,-,0,0,0,-,0,0,0,-,0,-,0,-
서구,07월,부상[명],-,1,1,2,-,-,1,4,2,-,1,3,-,2,2,8,-,3,-,1,2,3,-,1,3,1,-,3,-,2,-
서구,07월,(중상자[명]),-,0,1,1,-,-,0,1,0,-,0,0,-,0,1,3,-,2,-,1,0,1,-,0,0,0,-,3,-,0,-
서구,08월,사고[건],-,1,1,1,1,-,1,2,-,3,1,1,1,1,3,2,-,2,-,1,1,-,1,3,-,1,2,1,1,1,1
서구,08월,사망[명],-,0,0,0,0,-,0,0,-,0,0,0,0,0,0,0,-,0,-,0,0,-,0,0,-,0,0,0,0,0,0
서구,08월,부상[명],-,4,1,6,1,-,3,3,-,4,1,1,1,4,5,3,-,2,-,2,1,-,1,3,-,1,2,2,3,1,1
서구,08월,(중상자[명]),-,0,0,1,0,-,0,0,-,0,0,0,0,1,1,0,-,0,-,0,0,-,0,2,-,1,0,0,0,0,0
서구,09월,사고[건],1,1,3,1,1,2,1,4,2,-,-,-,2,2,2,-,1,-,1,-,-,-,-,1,-,2,1,-,3,3,-
서구,09월,사망[명],0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,-,0,-,0,-,-,-,-,0,-,0,0,-,0,0,-
서구,09월,부상[명],1,1,7,2,2,3,1,5,2,-,-,-,2,2,4,-,1,-,1,-,-,-,-,1,-,3,2,-,3,3,-
서구,09월,(중상자[명]),0,0,1,0,1,1,0,1,1,-,-,-,1,1,0,-,0,-,0,-,-,-,-,0,-,0,0,-,1,1,-
서구,10월,사고[건],1,-,2,-,-,1,2,2,-,-,-,2,3,1,-,3,2,2,3,1,1,-,4,2,1,2,-,1,3,1,1
서구,10월,사망[명],0,-,0,-,-,0,0,0,-,-,-,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0
서구,10월,부상[명],1,-,5,-,-,1,2,2,-,-,-,2,3,2,-,5,2,2,5,1,1,-,4,2,2,4,-,1,8,1,1
서구,10월,(중상자[명]),0,-,0,-,-,0,1,0,-,-,-,1,0,0,-,0,0,0,0,1,0,-,2,0,1,1,-,1,0,1,0
동구,05월,사고[건],1,4,4,2,2,2,3,3,-,2,5,1,4,2,1,1,-,5,1,2,2,1,1,3,1,-,3,1,2,1,2
동구,05월,사망[명],0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0
동구,05월,부상[명],1,6,6,4,2,4,3,3,-,3,6,1,6,2,1,1,-,5,1,3,4,2,1,4,2,-,3,1,3,1,2
동구,05월,(중상자[명]),0,1,1,2,1,1,2,1,-,0,2,0,1,1,1,0,-,3,1,1,1,0,0,1,0,-,0,0,0,1,0
동구,06월,사고[건],1,-,-,1,2,-,1,-,1,-,2,-,1,5,1,1,3,3,-,1,1,1,2,3,1,1,2,1,2,1,-
동구,06월,사망[명],0,-,-,0,0,-,0,-,0,-,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,-
동구,06월,부상[명],1,-,-,2,3,-,1,-,1,-,5,-,1,5,1,1,3,9,-,1,1,1,2,3,1,24,2,1,2,2,-
동구,06월,(중상자[명]),0,-,-,0,1,-,1,-,0,-,1,-,0,1,1,0,0,1,-,0,0,0,1,2,0,0,0,0,1,0,-
동구,07월,사고[건],-,2,2,4,2,4,-,-,-,1,-,1,1,-,2,3,1,2,2,-,1,-,2,2,-,-,2,3,8,3,-
동구,07월,사망[명],-,0,0,0,0,0,-,-,-,0,-,0,0,-,0,0,0,0,0,-,0,-,0,0,-,-,0,0,0,0,-
동구,07월,부상[명],-,2,8,5,2,5,-,-,-,1,-,1,2,-,2,3,2,3,2,-,1,-,2,2,-,-,3,5,20,3,-
동구,07월,(중상자[명]),-,0,1,2,0,2,-,-,-,0,-,0,1,-,0,1,0,0,0,-,0,-,1,1,-,-,0,0,5,0,-
동구,08월,사고[건],1,2,-,-,4,2,1,2,-,1,-,3,2,-,2,4,1,-,1,2,1,-,1,3,1,-,1,-,2,1,3
동구,08월,사망[명],0,0,-,-,0,0,0,0,-,0,-,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,-,0,0,0
동구,08월,부상[명],1,2,-,-,7,2,1,2,-,1,-,3,2,-,2,5,1,-,3,3,3,-,1,4,1,-,1,-,2,3,4
동구,08월,(중상자[명]),1,1,-,-,0,0,0,1,-,0,-,1,0,-,0,1,1,-,1,1,0,-,0,1,1,-,1,-,0,1,2
동구,09월,사고[건],2,2,-,2,3,-,2,4,4,-,-,2,1,1,1,1,-,1,3,-,4,1,2,1,-,-,1,1,-,-,-
동구,09월,사망[명],0,0,-,0,0,-,0,0,0,-,-,0,0,0,0,0,-,0,0,-,0,0,0,0,-,-,0,0,-,-,-
동구,09월,부상[명],2,2,-,4,5,-,2,5,5,-,-,2,1,2,5,1,-,4,3,-,5,1,3,1,-,-,1,1,-,-,-
동구,09월,(중상자[명]),1,2,-,0,1,-,1,1,5,-,-,2,1,0,2,0,-,0,1,-,1,0,0,0,-,-,0,0,-,-,-
동구,10월,사고[건],2,1,1,1,1,1,-,-,-,-,5,2,2,2,2,4,3,1,1,1,2,1,2,1,-,2,6,6,1,1,2
동구,10월,사망[명],0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0
동구,10월,부상[명],4,1,1,1,1,1,-,-,-,-,5,2,5,2,3,5,5,3,2,1,2,1,2,1,-,2,8,14,5,2,10
동구,10월,(중상자[명]),0,0,0,1,1,1,-,-,-,-,1,1,2,0,0,2,0,0,0,0,2,0,2,0,-,0,3,3,0,0,1
영도구,05월,사고[건],2,1,-,1,1,-,-,1,1,3,1,1,3,-,-,-,3,1,1,-,-,3,1,2,1,2,1,1,-,-,4
영도구,05월,사망[명],0,0,-,0,0,-,-,0,0,0,0,0,0,-,-,-,0,0,0,-,-,0,0,0,0,0,0,0,-,-,0
영도구,05월,부상[명],4,2,-,1,1,-,-,2,2,3,1,1,4,-,-,-,4,1,2,-,-,3,1,3,1,3,1,1,-,-,4
영도구,05월,(중상자[명]),1,0,-,0,0,-,-,1,0,0,0,0,1,-,-,-,0,1,2,-,-,0,0,0,1,3,0,1,-,-,1
영도구,06월,사고[건],-,-,-,-,3,-,-,1,1,1,1,2,2,1,1,1,-,4,1,-,2,1,2,1,1,-,1,2,-,2,-
영도구,06월,사망[명],-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,0,0,0,-,0,0,-,0,-
영도구,06월,부상[명],-,-,-,-,5,-,-,2,1,1,1,2,2,1,1,2,-,7,1,-,3,1,3,1,4,-,1,2,-,2,-
영도구,06월,(중상자[명]),-,-,-,-,1,-,-,0,0,1,0,0,2,1,0,2,-,3,1,-,1,0,0,0,4,-,1,1,-,0,-
영도구,07월,사고[건],1,-,1,1,1,2,-,1,2,1,2,-,1,1,-,-,-,-,-,1,2,-,2,-,2,3,-,1,1,1,-
영도구,07월,사망[명],0,-,0,0,0,1,-,0,0,0,0,-,0,0,-,-,-,-,-,0,0,-,0,-,0,0,-,0,0,0,-
영도구,07월,부상[명],1,-,1,1,1,1,-,1,4,1,2,-,3,1,-,-,-,-,-,1,2,-,2,-,2,8,-,7,1,2,-
영도구,07월,(중상자[명]),0,-,0,0,0,1,-,0,1,0,1,-,0,0,-,-,-,-,-,0,2,-,0,-,2,1,-,0,0,0,-
영도구,08월,사고[건],1,2,1,1,1,-,-,-,1,3,-,1,1,1,1,-,-,1,1,2,1,-,-,1,1,-,3,-,-,1,1
영도구,08월,사망[명],0,0,0,0,0,-,-,-,0,0,-,0,0,0,0,-,-,0,0,0,0,-,-,0,0,-,0,-,-,1,0
영도구,08월,부상[명],1,3,1,1,1,-,-,-,1,3,-,1,4,2,1,-,-,1,1,2,6,-,-,1,1,-,5,-,-,0,1
영도구,08월,(중상자[명]),0,0,0,0,0,-,-,-,0,1,-,1,1,0,0,-,-,0,1,0,5,-,-,0,1,-,1,-,-,0,0
영도구,09월,사고[건],3,1,1,-,-,-,2,1,-,1,-,-,1,1,1,1,-,-,-,-,1,4,2,-,-,-,1,-,-,3,-
영도구,09월,사망[명],0,0,0,-,-,-,0,0,-,0,-,-,0,0,0,0,-,-,-,-,0,0,0,-,-,-,0,-,-,0,-
영도구,09월,부상[명],3,1,2,-,-,-,2,1,-,2,-,-,1,1,1,1,-,-,-,-,1,7,2,-,-,-,1,-,-,3,-
영도구,09월,(중상자[명]),0,0,0,-,-,-,1,0,-,0,-,-,1,1,0,0,-,-,-,-,1,0,0,-,-,-,0,-,-,1,-
영도구,10월,사고[건],2,1,-,-,2,-,2,-,-,-,2,-,1,-,1,-,1,1,2,1,-,1,-,1,2,1,-,1,1,-,-
영도구,10월,사망[명],0,0,-,-,0,-,0,-,-,-,0,-,0,-,0,-,0,0,0,0,-,0,-,0,0,0,-,0,0,-,-
영도구,10월,부상[명],2,4,-,-,2,-,2,-,-,-,2,-,1,-,4,-,1,1,2,2,-,2,-,2,2,1,-,1,1,-,-
영도구,10월,(중상자[명]),1,0,-,-,1,-,1,-,-,-,1,-,1,-,0,-,0,0,1,1,-,0,-,1,1,1,-,1,0,-,-
진구,05월,사고[건],3,4,4,5,3,5,7,2,4,3,3,-,5,7,6,3,4,5,4,6,8,1,5,3,1,7,11,5,6,9,1
진구,05월,사망[명],0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진구,05월,부상[명],6,6,4,7,3,7,8,3,5,4,4,-,7,11,14,2,7,9,5,9,23,1,6,3,1,7,12,11,14,13,1
진구,05월,(중상자[명]),0,1,1,1,0,2,1,1,1,1,2,-,1,2,3,0,1,1,2,5,8,0,0,1,0,4,3,1,2,0,1
진구,06월,사고[건],4,5,5,1,5,1,5,3,6,2,6,1,1,6,2,1,3,3,5,6,5,3,6,6,8,9,2,5,1,2,-
진구,06월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
진구,06월,부상[명],6,13,7,1,6,3,7,4,8,3,6,1,1,7,2,1,3,3,6,11,5,3,7,10,12,15,6,9,1,2,-
진구,06월,(중상자[명]),2,4,1,0,0,2,1,1,1,1,2,1,0,0,0,0,1,1,2,0,2,1,2,5,1,3,0,5,0,1,-
진구,07월,사고[건],3,11,4,3,4,5,4,4,3,2,3,7,3,2,5,5,3,5,7,4,4,5,3,2,3,3,6,4,8,5,-
진구,07월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-
진구,07월,부상[명],3,12,7,4,6,11,7,7,4,3,4,8,5,4,5,7,2,6,20,5,5,6,3,2,4,3,9,6,11,5,-
진구,07월,(중상자[명]),1,3,1,1,0,0,1,2,1,0,0,3,2,0,3,1,1,2,2,3,0,3,0,0,0,1,5,0,1,1,-
진구,08월,사고[건],4,3,3,2,4,3,-,4,4,5,6,1,6,2,5,5,4,3,2,4,1,4,2,4,5,4,5,5,8,5,5
진구,08월,사망[명],0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진구,08월,부상[명],6,4,4,3,4,4,-,5,8,5,9,1,7,4,9,5,5,6,2,6,1,5,2,6,5,5,6,10,15,6,5
진구,08월,(중상자[명]),0,2,1,0,0,1,-,2,6,0,3,1,1,2,1,2,3,1,1,1,0,1,1,2,1,0,1,1,3,4,1
진구,09월,사고[건],1,3,7,3,1,3,3,7,3,3,2,-,6,3,-,5,4,5,4,6,6,12,5,6,6,3,4,3,2,5,-
진구,09월,사망[명],0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-
진구,09월,부상[명],1,3,9,3,1,4,3,12,4,6,2,-,8,3,-,6,4,5,7,7,7,14,5,13,8,4,4,3,3,8,-
진구,09월,(중상자[명]),0,1,0,1,1,2,0,1,2,1,1,-,0,0,-,1,1,3,3,1,1,3,0,0,0,2,3,3,1,0,-
진구,10월,사고[건],6,1,4,3,3,4,7,3,2,-,5,2,8,5,7,5,2,2,7,5,6,8,5,5,9,6,6,10,10,4,4
진구,10월,사망[명],0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진구,10월,부상[명],9,1,5,5,3,8,15,5,3,-,6,2,9,9,8,6,2,4,8,8,9,8,6,9,14,12,8,11,12,5,5
진구,10월,(중상자[명]),1,0,0,1,1,1,2,0,1,-,2,0,3,5,1,2,2,0,3,0,0,3,1,2,1,3,3,1,2,0,1
동래구,05월,사고[건],3,4,3,3,3,1,3,-,1,3,3,3,5,3,2,3,-,4,1,1,2,-,5,2,2,1,7,1,2,2,5
동래구,05월,사망[명],0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0
동래구,05월,부상[명],6,7,4,4,3,2,5,-,2,3,4,3,7,3,2,4,-,4,1,1,2,-,6,2,3,1,8,1,2,2,7
동래구,05월,(중상자[명]),0,0,4,1,1,0,0,-,0,1,0,2,1,2,1,3,-,2,0,1,0,-,2,1,0,1,1,0,0,1,3
동래구,06월,사고[건],1,4,4,3,2,2,1,6,2,3,-,3,3,2,1,4,3,-,2,2,-,4,1,5,4,-,6,6,2,1,-
동래구,06월,사망[명],0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,-,0,0,0,1,-,0,0,0,0,-
동래구,06월,부상[명],1,5,7,6,3,2,1,7,2,3,-,3,5,2,1,4,3,-,2,2,-,4,1,5,3,-,11,8,2,1,-
동래구,06월,(중상자[명]),0,2,2,1,0,2,0,3,0,1,-,0,2,0,0,1,3,-,1,0,-,0,0,0,1,-,1,0,1,1,-
동래구,07월,사고[건],1,6,2,1,-,1,1,3,4,-,4,2,1,-,1,1,1,1,1,1,2,-,3,1,6,1,-,5,1,-,4
동래구,07월,사망[명],0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,0,0,0,0,-,0,0,-,0
동래구,07월,부상[명],1,9,2,1,-,1,3,3,4,-,8,2,1,-,1,2,4,1,1,1,2,-,4,1,8,1,-,5,3,-,4
동래구,07월,(중상자[명]),0,2,0,0,-,1,1,1,2,-,2,0,0,-,0,0,1,0,0,0,1,-,1,0,3,0,-,1,0,-,1
동래구,08월,사고[건],3,1,3,-,3,4,1,2,2,5,4,5,1,1,1,2,3,1,3,2,-,1,2,2,2,2,3,1,1,6,3
동래구,08월,사망[명],0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0
동래구,08월,부상[명],3,3,3,-,3,7,1,2,2,16,4,6,2,1,1,2,3,1,6,2,-,1,3,2,2,2,3,1,1,9,8
동래구,08월,(중상자[명]),0,3,1,-,1,1,0,0,0,4,1,1,0,1,0,0,0,0,0,0,-,0,0,0,1,0,0,1,0,2,2
동래구,09월,사고[건],2,2,1,1,3,1,3,5,-,-,-,-,2,6,6,4,2,7,3,4,4,7,1,2,2,-,2,1,3,3,-
동래구,09월,사망[명],0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,1,0,0,1,-,0,0,0,0,-
동래구,09월,부상[명],2,7,1,1,5,1,3,6,-,-,-,-,2,7,14,7,4,12,5,4,5,6,1,5,2,-,2,1,4,3,-
동래구,09월,(중상자[명]),0,3,0,1,1,0,1,1,-,-,-,-,2,1,3,0,1,1,0,1,4,2,1,0,0,-,0,0,0,1,-
동래구,10월,사고[건],-,-,2,1,2,1,3,4,2,1,1,4,4,1,1,2,1,2,3,5,5,4,-,1,3,4,5,4,3,1,4
동래구,10월,사망[명],-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,1,0,0,0
동래구,10월,부상[명],-,-,2,1,2,1,3,5,2,1,1,4,6,1,1,2,1,2,5,7,6,5,-,1,3,7,5,4,4,1,4
동래구,10월,(중상자[명]),-,-,0,0,1,0,2,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,-,0,0,0,0,1,1,1,3
남구,05월,사고[건],1,2,3,1,1,1,1,2,2,2,2,5,3,3,1,2,1,3,1,3,1,2,-,2,2,5,2,1,1,2,4
남구,05월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0
남구,05월,부상[명],1,2,3,2,1,1,1,2,2,2,2,8,5,3,1,2,2,3,1,3,1,2,-,2,4,5,4,2,1,2,4
남구,05월,(중상자[명]),1,1,0,0,0,0,1,2,1,1,0,5,2,0,1,0,1,1,0,1,1,0,-,1,2,1,1,0,0,2,1
남구,06월,사고[건],1,-,-,2,-,3,4,-,-,1,4,1,1,1,2,3,1,-,-,3,3,-,1,4,2,2,-,-,1,3,-
남구,06월,사망[명],0,-,-,0,-,0,0,-,-,0,1,0,0,0,0,0,0,-,-,0,0,-,0,0,0,0,-,-,0,0,-
남구,06월,부상[명],1,-,-,5,-,3,5,-,-,1,3,1,1,4,2,6,1,-,-,3,4,-,2,6,2,2,-,-,4,3,-
남구,06월,(중상자[명]),1,-,-,1,-,0,0,-,-,1,0,0,0,0,1,1,0,-,-,2,0,-,0,1,0,0,-,-,0,0,-
남구,07월,사고[건],4,3,1,2,2,4,-,2,4,2,4,3,1,2,3,2,1,1,2,4,3,2,1,1,2,2,3,-,3,2,1
남구,07월,사망[명],0,0,0,0,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0
남구,07월,부상[명],4,4,1,3,2,3,-,2,5,6,7,4,1,2,3,3,1,3,3,4,4,2,1,1,4,2,4,-,5,2,2
남구,07월,(중상자[명]),1,0,0,1,1,1,-,2,2,0,2,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,-,1,0,0
남구,08월,사고[건],1,2,2,-,2,-,1,4,1,-,3,4,1,1,1,7,1,4,3,2,-,-,-,3,2,3,1,2,2,2,1
남구,08월,사망[명],0,1,0,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,0,0,0
남구,08월,부상[명],1,1,2,-,3,-,3,4,1,-,3,4,1,1,1,9,1,4,3,4,-,-,-,4,2,5,1,2,2,3,1
남구,08월,(중상자[명]),0,0,2,-,0,-,0,2,0,-,1,2,0,0,0,2,0,2,2,2,-,-,-,2,1,0,0,0,1,0,1
남구,09월,사고[건],1,4,3,2,-,1,6,1,1,-,1,1,1,1,-,2,1,4,-,1,-,-,2,3,3,2,2,4,5,3,-
남구,09월,사망[명],0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,-,-,0,0,0,0,0,0,0,0,-
남구,09월,부상[명],1,5,6,2,-,2,6,1,1,-,2,1,2,1,-,2,3,11,-,1,-,-,2,4,3,2,2,5,7,5,-
남구,09월,(중상자[명]),0,3,1,0,-,0,2,0,0,-,1,0,1,0,-,0,0,1,-,0,-,-,0,0,1,0,1,1,2,0,-
남구,10월,사고[건],4,3,2,2,4,3,2,1,2,-,1,-,1,4,1,2,-,1,3,2,-,1,3,1,1,1,4,7,2,1,3
남구,10월,사망[명],0,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0
남구,10월,부상[명],4,3,5,4,4,4,2,2,2,-,1,-,2,6,2,3,-,1,3,3,-,1,5,1,1,2,4,7,2,2,3
남구,10월,(중상자[명]),2,0,0,0,2,3,2,0,1,-,0,-,0,0,0,0,-,1,0,0,-,1,0,1,0,1,1,3,0,0,1
북구,05월,사고[건],1,1,-,2,-,3,2,3,1,2,-,1,3,2,-,1,1,-,4,4,1,1,2,1,2,3,1,2,2,2,3
북구,05월,사망[명],0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0
북구,05월,부상[명],1,1,-,3,-,3,3,3,1,3,-,1,3,2,-,2,1,-,7,6,2,1,2,1,3,3,2,3,3,2,6
북구,05월,(중상자[명]),0,1,-,0,-,0,1,2,1,0,-,0,1,0,-,0,0,-,1,1,0,0,1,0,0,2,1,1,1,0,0
북구,06월,사고[건],1,-,-,-,-,2,-,3,1,-,1,1,-,-,1,2,2,3,1,1,2,-,2,-,1,1,2,3,3,-,-
북구,06월,사망[명],0,-,-,-,-,0,-,0,0,-,0,0,-,-,0,0,0,1,0,0,0,-,0,-,0,0,0,0,0,-,-
북구,06월,부상[명],2,-,-,-,-,4,-,5,1,-,2,1,-,-,2,2,2,2,1,1,2,-,2,-,3,1,2,4,3,-,-
북구,06월,(중상자[명]),0,-,-,-,-,1,-,1,0,-,0,1,-,-,0,0,0,0,1,1,0,-,1,-,0,0,0,0,1,-,-
북구,07월,사고[건],1,-,1,2,1,2,-,2,2,-,2,-,-,2,1,1,3,-,3,2,3,1,3,1,2,2,2,2,-,-,3
북구,07월,사망[명],0,-,1,0,0,0,-,0,0,-,0,-,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,-,0
북구,07월,부상[명],1,-,0,3,1,2,-,3,16,-,2,-,-,2,1,1,4,-,4,2,6,1,3,2,2,2,2,2,-,-,4
북구,07월,(중상자[명]),0,-,0,0,1,1,-,0,4,-,0,-,-,1,0,1,0,-,2,1,0,0,1,0,1,0,1,0,-,-,0
북구,08월,사고[건],1,2,-,-,3,1,-,-,1,3,1,-,2,-,1,2,2,1,1,2,-,4,1,2,-,2,1,1,1,4,1
북구,08월,사망[명],0,0,-,-,0,0,-,-,0,0,0,-,0,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0
북구,08월,부상[명],1,5,-,-,3,1,-,-,5,6,1,-,2,-,1,2,2,1,1,6,-,4,1,2,-,2,1,1,1,8,1
북구,08월,(중상자[명]),0,1,-,-,2,0,-,-,1,1,1,-,0,-,0,0,0,0,0,0,-,0,0,1,-,0,1,0,0,1,0
북구,09월,사고[건],1,1,1,-,-,-,1,1,-,1,4,1,-,1,-,-,1,4,-,-,1,2,2,1,-,1,-,1,3,4,-
북구,09월,사망[명],0,0,0,-,-,-,0,0,-,0,0,0,-,0,-,-,0,0,-,-,0,0,0,0,-,0,-,0,0,0,-
